"order_id","sales","profit","quantity","discount","country","state","city","postal_code","customer_name","product_name","category","sub_category","segment","shipping_mode","dt_order","dt_ship","year_order","year_ship","quarter_order","quarter_ship","month_order","month_ship","week_order","week_ship","week_day_order","week_day_ship"
CA-2018-133340,59.9800,25.1916000000000000,2,0.00,United States,Michigan,Jackson,"49201",Logan Haushalter,Logitech Trackman Marble Mouse,Technology,Accessories,Consumer,Standard Class,2018-12-09,2018-12-13,2018,2018,4,4,12,12,49,50,sun,thu
CA-2019-136448,71.9760,19.7934000000000000,3,0.20,United States,Pennsylvania,Philadelphia,"19143",Adam Shillingsburg,Logitech Trackman Marble Mouse,Technology,Accessories,Consumer,First Class,2019-09-16,2019-09-18,2019,2019,3,3,9,9,38,38,mon,wed
US-2018-167472,179.9400,75.5748000000000000,6,0.00,United States,Arkansas,Little Rock,"72209",Clytie Kelty,Logitech Trackman Marble Mouse,Technology,Accessories,Consumer,First Class,2018-06-06,2018-06-07,2018,2018,2,2,6,6,23,23,wed,thu
CA-2019-142293,89.9700,37.7874000000000000,3,0.00,United States,Idaho,Boise,"83704",Shahid Collister,Logitech Trackman Marble Mouse,Technology,Accessories,Consumer,First Class,2019-09-17,2019-09-20,2019,2019,3,3,9,9,38,38,tue,fri
CA-2016-137092,3.8080,1.2376000000000000,1,0.20,United States,Illinois,Chicago,"60653",Lindsay Shagiari,Wirebound Voice Message Log Book,Office Supplies,Paper,Home Office,Second Class,2016-10-20,2016-10-22,2016,2016,4,4,10,10,42,42,thu,sat
US-2018-108504,80.9800,1.6196000000000100,1,0.00,United States,Georgia,Smyrna,"30080",Paul Prost,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,Home Office,Same Day,2018-02-05,2018-02-05,2018,2018,1,1,2,2,6,6,mon,mon
US-2018-146570,91.9600,25.7488000000000000,4,0.00,United States,Mississippi,Jackson,"39212",Steve Nguyen,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,Home Office,Standard Class,2018-05-15,2018-05-20,2018,2018,2,2,5,5,20,20,tue,sun
CA-2017-129217,36.7840,3.6784000000000000,2,0.20,United States,Illinois,Aurora,"60505",Dennis Pardue,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,Home Office,Same Day,2017-05-10,2017-05-10,2017,2017,2,2,5,5,19,19,wed,wed
CA-2017-104038,146.7300,2.9346000000000000,3,0.00,United States,Virginia,Suffolk,"23434",Lori Olson,Tennsco Industrial Shelving,Office Supplies,Storage,Corporate,First Class,2017-02-06,2017-02-08,2017,2017,1,1,2,2,6,6,mon,wed
CA-2018-104157,7.8900,0.3155999999999990,1,0.00,United States,Mississippi,Jackson,"39212",Meg Tillman,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2018-07-25,2018-07-29,2018,2018,3,3,7,7,30,30,wed,sun
CA-2016-150490,15.7800,0.6311999999999980,2,0.00,United States,California,San Francisco,"94122",Sonia Sunley,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2016-08-05,2016-08-11,2016,2016,3,3,8,8,31,32,fri,thu
CA-2019-153822,12.6240,-2.5248000000000000,2,0.20,United States,Arizona,Phoenix,"85023",Adrian Barton,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2019-09-19,2019-09-25,2019,2019,3,3,9,9,38,39,thu,wed
CA-2018-104311,18.9360,-3.7872000000000000,3,0.20,United States,Texas,Irving,"75061",Adam Shillingsburg,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2018-05-02,2018-05-06,2018,2018,2,2,5,5,18,18,wed,sun
CA-2016-152905,12.6240,-2.5248000000000000,2,0.20,United States,Texas,Arlington,"76017",Aaron Bergman,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2016-02-18,2016-02-24,2016,2016,1,1,2,2,7,8,thu,wed
CA-2018-126732,23.6700,0.9467999999999970,3,0.00,United States,California,Los Angeles,"90036",Lena Radford,Akro Stacking Bins,Office Supplies,Storage,Consumer,Standard Class,2018-09-02,2018-09-06,2018,2018,3,3,9,9,35,36,sun,thu
CA-2018-124814,23.2000,8.1200000000000000,5,0.20,United States,California,Bakersfield,"93309",Filia McAdams,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Corporate,Standard Class,2018-04-10,2018-04-16,2018,2018,2,2,4,4,15,16,tue,mon
CA-2018-134936,10.4400,-7.6560000000000000,6,0.70,United States,Arizona,Tucson,"85705",Erin Smith,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Corporate,Standard Class,2018-12-19,2018-12-25,2018,2018,4,4,12,12,51,52,wed,tue
CA-2019-166093,13.9200,4.8720000000000000,3,0.20,United States,California,Brentwood,"94513",Rick Wilson,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Corporate,Standard Class,2019-08-17,2019-08-24,2019,2019,3,3,8,8,33,34,sat,sat
CA-2018-139010,18.5600,6.4960000000000000,4,0.20,United States,California,Los Angeles,"90032",Matthew Clasen,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Corporate,Second Class,2018-02-21,2018-02-26,2018,2018,1,1,2,2,8,9,wed,mon
CA-2016-169852,36.3600,12.2715000000000000,3,0.20,United States,California,San Diego,"92024",Sylvia Foulston,Plastic Binding Combs,Office Supplies,Binders,Corporate,Standard Class,2016-10-21,2016-10-26,2016,2016,4,4,10,10,42,43,fri,wed
US-2018-100461,106.0500,49.8435000000000000,7,0.00,United States,Wisconsin,Franklin,"53132",Jack O'Briant,Plastic Binding Combs,Office Supplies,Binders,Corporate,Standard Class,2018-01-08,2018-01-12,2018,2018,1,1,1,1,2,2,mon,fri
US-2018-144211,15.4800,5.6115000000000000,3,0.20,United States,Colorado,Englewood,"80112",Chad Sievert,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Consumer,Standard Class,2018-08-28,2018-09-02,2018,2018,3,3,8,9,35,35,tue,sun
CA-2016-153969,19.3500,9.4815000000000000,3,0.00,United States,California,San Francisco,"94109",Herbert Flentye,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Consumer,Standard Class,2016-09-21,2016-09-25,2016,2016,3,3,9,9,38,38,wed,sun
CA-2019-118017,10.3200,3.7410000000000000,2,0.20,United States,Colorado,Thornton,"80229",Lena Cacioppo,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Consumer,Second Class,2019-12-03,2019-12-06,2019,2019,4,4,12,12,49,49,tue,fri
US-2019-145366,37.2080,-7.4416000000000000,1,0.20,United States,Ohio,Cincinnati,"45231",Christine Abelman,Safco Commercial Shelving,Office Supplies,Storage,Corporate,Standard Class,2019-12-09,2019-12-13,2019,2019,4,4,12,12,50,50,mon,fri
CA-2016-149538,232.5500,9.3019999999999900,5,0.00,United States,Louisiana,Lafayette,"70506",Ken Black,Safco Commercial Shelving,Office Supplies,Storage,Corporate,Standard Class,2016-04-04,2016-04-08,2016,2016,2,2,4,4,14,14,mon,fri
CA-2018-101189,93.0200,3.7208000000000000,2,0.00,United States,California,Los Angeles,"90049",Jennifer Braxton,Safco Commercial Shelving,Office Supplies,Storage,Corporate,Standard Class,2018-02-04,2018-02-09,2018,2018,1,1,2,2,5,6,sun,fri
US-2018-113985,14.5200,5.6628000000000000,3,0.00,United States,California,San Jose,"95123",Keith Dawkins,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,Corporate,Standard Class,2018-12-02,2018-12-07,2018,2018,4,4,12,12,48,49,sun,fri
US-2017-128587,9.6800,3.7752000000000000,2,0.00,United States,Missouri,Springfield,"65807",Harry Marie,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,Corporate,Standard Class,2017-12-24,2017-12-30,2017,2017,4,4,12,12,51,52,sun,sat
US-2017-131359,15.4880,3.6784000000000000,4,0.20,United States,Colorado,Denver,"80219",Frank Atkinson,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,Corporate,Second Class,2017-10-30,2017-11-02,2017,2017,4,4,10,11,44,44,mon,thu
CA-2018-117849,143.7000,68.9760000000000000,3,0.00,United States,California,San Diego,"92105",Julie Kriz,Xerox 1911,Office Supplies,Paper,Home Office,Second Class,2018-04-15,2018-04-17,2018,2018,2,2,4,4,15,16,sun,tue
CA-2018-136126,191.6000,91.9680000000000000,4,0.00,United States,Virginia,Newport News,"23602",Eugene Hildebrand,Xerox 1911,Office Supplies,Paper,Home Office,Same Day,2018-05-24,2018-05-24,2018,2018,2,2,5,5,21,21,thu,thu
CA-2019-158246,215.9760,-2.6997000000000400,3,0.20,United States,California,Sunnyvale,"94086",Jennifer Braxton,"Global Leather Task Chair, Black",Furniture,Chairs,Corporate,First Class,2019-11-09,2019-11-11,2019,2019,4,4,11,11,45,46,sat,mon
CA-2017-160171,1640.7000,459.3960000000000000,5,0.00,United States,California,Los Angeles,"90008",Robert Marley,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,Home Office,Standard Class,2017-10-19,2017-10-24,2017,2017,4,4,10,10,42,43,thu,tue
US-2019-108343,163.7640,25.4744000000000000,2,0.10,United States,New York,New York City,"10009",Anthony Rawles,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,Corporate,Standard Class,2019-07-20,2019-07-25,2019,2019,3,3,7,7,29,30,sat,thu
CA-2016-104563,436.7040,21.8352000000000000,6,0.20,United States,Washington,Seattle,"98103",Craig Molinari,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,Corporate,Standard Class,2016-03-07,2016-03-12,2016,2016,1,1,3,3,10,10,mon,sat
CA-2018-159023,179.9910,-251.9874000000000000,3,0.70,United States,Oregon,Portland,"97206",Natalie Webber,Okidata B401 Printer,Technology,Machines,Consumer,First Class,2018-11-03,2018-11-05,2018,2018,4,4,11,11,44,45,sat,mon
CA-2019-100013,5.6800,1.7608000000000000,2,0.00,United States,California,Los Angeles,"90045",Zuschuss Carroll,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,Consumer,Standard Class,2019-11-06,2019-11-11,2019,2019,4,4,11,11,45,46,wed,mon
CA-2017-156482,5.6800,1.7608000000000000,2,0.00,United States,Delaware,Wilmington,"19805",Ivan Liston,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,Consumer,Standard Class,2017-02-06,2017-02-13,2017,2017,1,1,2,2,6,7,mon,mon
CA-2018-168830,479.9700,163.1898000000000000,3,0.00,United States,California,San Francisco,"94122",Marina Lichtenstein,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,Corporate,Standard Class,2018-11-07,2018-11-13,2018,2018,4,4,11,11,45,46,wed,tue
US-2019-111745,159.9900,54.3966000000000000,1,0.00,United States,New Mexico,Farmington,"87401",Ruben Ausman,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,Corporate,First Class,2019-11-05,2019-11-06,2019,2019,4,4,11,11,45,45,tue,wed
US-2019-126179,287.9700,77.7519000000000000,3,0.00,United States,Georgia,Columbus,"31907",Chuck Sachs,Pyle PMP37LED,Technology,Phones,Consumer,Standard Class,2019-07-03,2019-07-07,2019,2019,3,3,7,7,27,27,wed,sun
CA-2018-112123,479.9500,129.5865000000000000,5,0.00,United States,Delaware,Newark,"19711",Brosina Hoffman,Pyle PMP37LED,Technology,Phones,Consumer,Standard Class,2018-03-03,2018-03-08,2018,2018,1,1,3,3,9,10,sat,thu
US-2017-122784,153.5840,13.4386000000000000,2,0.20,United States,Illinois,Highland Park,"60035",Russell Applegate,Pyle PMP37LED,Technology,Phones,Consumer,Standard Class,2017-07-20,2017-07-27,2017,2017,3,3,7,7,29,30,thu,thu
CA-2018-160220,191.9800,51.8346000000000000,2,0.00,United States,Michigan,Trenton,"48183",Joy Smith,Pyle PMP37LED,Technology,Phones,Consumer,Standard Class,2018-10-20,2018-10-26,2018,2018,4,4,10,10,42,43,sat,fri
CA-2019-162075,537.5440,47.0351000000000000,7,0.20,United States,Texas,Houston,"77041",Thomas Thornton,Pyle PMP37LED,Technology,Phones,Consumer,Standard Class,2019-03-18,2019-03-24,2019,2019,1,1,3,3,12,12,mon,sun
CA-2019-129462,191.9800,51.8346000000000000,2,0.00,United States,Kentucky,Florence,"41042",Joel Eaton,Pyle PMP37LED,Technology,Phones,Consumer,Second Class,2019-06-16,2019-06-21,2019,2019,2,2,6,6,24,25,sun,fri
CA-2017-123456,48.6320,-121.5800000000000000,2,0.80,United States,Texas,Dallas,"75220",Kean Nguyen,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Corporate,Standard Class,2017-07-09,2017-07-13,2017,2017,3,3,7,7,27,28,sun,thu
CA-2018-112697,194.5280,24.3160000000000000,2,0.20,United States,Florida,Tamarac,"33319",Alan Haines,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Corporate,Second Class,2018-12-18,2018-12-20,2018,2018,4,4,12,12,51,51,tue,thu
CA-2019-104864,389.0560,48.6319999999999000,4,0.20,United States,Florida,Miramar,"33023",Jim Sink,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Corporate,Second Class,2019-11-18,2019-11-23,2019,2019,4,4,11,11,47,47,mon,sat
CA-2016-166590,75.8800,35.6636000000000000,2,0.00,United States,Indiana,Columbus,"47201",Noah Childs,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Corporate,Standard Class,2016-10-29,2016-11-02,2016,2016,4,4,10,11,43,44,sat,wed
CA-2018-142958,1114.2720,41.7852000000000000,4,0.20,United States,California,Torrance,"90503",Rob Williams,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Corporate,Standard Class,2018-12-13,2018-12-20,2018,2018,4,4,12,12,50,51,thu,thu
CA-2016-127446,1218.7350,-121.8735000000000000,5,0.30,United States,Texas,Arlington,"76017",Matt Collister,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Corporate,Standard Class,2016-11-25,2016-11-30,2016,2016,4,4,11,11,47,48,fri,wed
CA-2017-150875,696.4200,160.1766000000000000,2,0.00,United States,Idaho,Boise,"83704",Heather Kirkland,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Corporate,Standard Class,2017-11-16,2017-11-20,2017,2017,4,4,11,11,46,47,thu,mon
CA-2018-164091,437.8500,131.3550000000000000,3,0.00,United States,Maine,Bangor,"4401",Laura Armstrong,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Corporate,Standard Class,2018-09-17,2018-09-22,2018,2018,3,3,9,9,38,38,mon,sat
CA-2017-109708,467.0400,58.3799999999999000,4,0.20,United States,Tennessee,Columbia,"38401",Craig Yedwab,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Corporate,Second Class,2017-05-25,2017-05-28,2017,2017,2,2,5,5,21,21,thu,sun
CA-2019-160325,437.8500,131.3550000000000000,3,0.00,United States,Massachusetts,Lawrence,"1841",Bart Pistole,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Corporate,Same Day,2019-09-24,2019-09-24,2019,2019,3,3,9,9,39,39,tue,tue
CA-2016-162992,583.8000,72.9749999999999000,5,0.20,United States,California,Los Angeles,"90008",Bart Pistole,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Corporate,First Class,2016-12-19,2016-12-21,2016,2016,4,4,12,12,51,51,mon,wed
CA-2019-102407,11.1600,2.7900000000000000,2,0.00,United States,California,Los Angeles,"90004",Alyssa Tate,Newell 314,Office Supplies,Art,Home Office,Second Class,2019-12-09,2019-12-13,2019,2019,4,4,12,12,50,50,mon,fri
CA-2019-113530,5.5800,1.3950000000000000,1,0.00,United States,California,San Francisco,"94109",Becky Castell,Newell 314,Office Supplies,Art,Home Office,Second Class,2019-05-19,2019-05-21,2019,2019,2,2,5,5,20,21,sun,tue
US-2019-148054,41.9600,2.9372000000000000,2,0.00,United States,Idaho,Meridian,"83642",Nick Zandusky,"36X48 HARDFLOOR CHAIRMAT",Furniture,Furnishings,Home Office,Standard Class,2019-10-06,2019-10-11,2019,2019,4,4,10,10,40,41,sun,fri
CA-2019-133102,16.7840,-22.2388000000000000,2,0.60,United States,Texas,Houston,"77095",Emily Ducich,"36X48 HARDFLOOR CHAIRMAT",Furniture,Furnishings,Home Office,Standard Class,2019-08-17,2019-08-24,2019,2019,3,3,8,8,33,34,sat,sat
US-2018-131149,338.0400,-33.8040000000000000,3,0.20,United States,Texas,Dallas,"75081",Logan Haushalter,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Consumer,Standard Class,2018-07-10,2018-07-14,2018,2018,3,3,7,7,28,28,tue,sat
CA-2017-109512,563.4000,67.6080000000000000,4,0.00,United States,New York,New York City,"10011",Luke Foster,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Consumer,Same Day,2017-03-05,2017-03-05,2017,2017,1,1,3,3,9,9,sun,sun
US-2016-150119,281.3720,-12.0588000000000000,2,0.30,United States,Ohio,Columbus,"43229",Laurel Beltran,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Home Office,Standard Class,2016-04-23,2016-04-27,2016,2016,2,2,4,4,16,17,sat,wed
US-2016-150119,281.3720,-12.0588000000000000,2,0.30,United States,Ohio,Columbus,"43229",Laurel Beltran,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Home Office,Standard Class,2016-04-23,2016-04-27,2016,2016,2,2,4,4,16,17,sat,wed
CA-2018-152555,844.1160,-36.1764000000000000,6,0.30,United States,Illinois,Chicago,"60653",Maria Etezadi,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Home Office,Second Class,2018-03-29,2018-04-02,2018,2018,1,2,3,4,13,14,thu,mon
CA-2016-136280,5.0400,1.7640000000000000,2,0.20,United States,Pennsylvania,Philadelphia,"19143",Corey-Lock,Avery 488,Office Supplies,Labels,Consumer,Standard Class,2016-11-29,2016-12-06,2016,2016,4,4,11,12,48,49,tue,tue
US-2017-128090,5.0400,1.7640000000000000,2,0.20,United States,Arizona,Phoenix,"85023",John Murray,Avery 488,Office Supplies,Labels,Consumer,Standard Class,2017-08-16,2017-08-22,2017,2017,3,3,8,8,33,34,wed,tue
CA-2016-127964,125.7600,40.8720000000000000,3,0.20,United States,New York,New York City,"10035",Anne Pryor,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Home Office,Standard Class,2016-03-03,2016-03-08,2016,2016,1,1,3,3,9,10,thu,tue
CA-2017-125934,209.6000,96.4160000000000000,4,0.00,United States,New Jersey,Paterson,"7501",Skye Norling,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Home Office,Standard Class,2017-09-11,2017-09-18,2017,2017,3,3,9,9,37,38,mon,mon
CA-2018-130477,12.9600,6.2208000000000000,2,0.00,United States,California,Los Angeles,"90032",Logan Currie,Xerox 1931,Office Supplies,Paper,Consumer,Standard Class,2018-04-08,2018-04-12,2018,2018,2,2,4,4,14,15,sun,thu
CA-2019-127306,36.2880,12.7008000000000000,7,0.20,United States,Tennessee,Johnson City,"37604",Brosina Hoffman,Xerox 1931,Office Supplies,Paper,Consumer,Standard Class,2019-01-14,2019-01-18,2019,2019,1,1,1,1,3,3,mon,fri
CA-2019-104927,25.9200,9.0720000000000000,5,0.20,United States,Texas,Houston,"77095",Alex Grayson,Xerox 1931,Office Supplies,Paper,Consumer,Standard Class,2019-12-22,2019-12-26,2019,2019,4,4,12,12,51,52,sun,thu
CA-2016-124737,31.1040,10.8864000000000000,6,0.20,United States,Colorado,Denver,"80219",Arthur Prichep,Xerox 1931,Office Supplies,Paper,Consumer,Standard Class,2016-08-23,2016-08-27,2016,2016,3,3,8,8,34,34,tue,sat
CA-2018-113117,32.4000,15.5520000000000000,5,0.00,United States,California,Davis,"95616",Jeremy Pistek,Xerox 1931,Office Supplies,Paper,Consumer,Standard Class,2018-08-16,2018-08-22,2018,2018,3,3,8,8,33,34,thu,wed
CA-2018-148201,6.4800,3.1104000000000000,1,0.00,United States,Washington,Seattle,"98103",Charles Crestani,Xerox 1931,Office Supplies,Paper,Consumer,Second Class,2018-08-26,2018-08-29,2018,2018,3,3,8,8,34,35,sun,wed
CA-2019-134845,8.9640,-6.5736000000000000,6,0.70,United States,Colorado,Louisville,"80027",Sharelle Roach,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,Home Office,Standard Class,2019-04-17,2019-04-23,2019,2019,2,2,4,4,16,17,wed,tue
US-2018-114888,11.9520,4.1832000000000000,3,0.20,United States,California,San Francisco,"94109",Chuck Clark,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,Home Office,Second Class,2018-09-19,2018-09-24,2018,2018,3,3,9,9,38,39,wed,mon
CA-2016-143168,1.3440,0.4704000000000000,1,0.20,United States,Washington,Seattle,"98103",Ivan Gibson,Computer Printout Index Tabs,Office Supplies,Binders,Consumer,Second Class,2016-10-18,2016-10-23,2016,2016,4,4,10,10,42,42,tue,sun
CA-2018-160500,6.7200,2.3520000000000000,5,0.20,United States,California,Encinitas,"92024",Darrin Martin,Computer Printout Index Tabs,Office Supplies,Binders,Consumer,First Class,2018-05-05,2018-05-08,2018,2018,2,2,5,5,18,19,sat,tue
CA-2019-104906,17.9400,8.7906000000000000,3,0.00,United States,New York,New York City,"10009",Jennifer Patt,Xerox 1903,Office Supplies,Paper,Corporate,Standard Class,2019-02-13,2019-02-17,2019,2019,1,1,2,2,7,7,wed,sun
CA-2019-143245,19.4400,9.3312000000000000,3,0.00,United States,Connecticut,Fairfield,"6824",Alan Dominguez,Xerox 214,Office Supplies,Paper,Home Office,Standard Class,2019-12-01,2019-12-06,2019,2019,4,4,12,12,48,49,sun,fri
US-2019-101539,6.4800,3.1104000000000000,1,0.00,United States,Washington,Seattle,"98105",Valerie Mitchum,Xerox 214,Office Supplies,Paper,Home Office,Second Class,2019-03-16,2019-03-18,2019,2019,1,1,3,3,11,12,sat,mon
CA-2017-134992,32.4000,15.5520000000000000,5,0.00,United States,Virginia,Arlington,"22204",Michael Grace,Xerox 214,Office Supplies,Paper,Home Office,Second Class,2017-09-22,2017-09-26,2017,2017,3,3,9,9,38,39,fri,tue
US-2016-147627,699.9300,181.9818000000000000,7,0.00,United States,Arkansas,Jonesboro,"72401",Hunter Lopez,Apple iPhone 5C,Technology,Phones,Consumer,Standard Class,2016-01-20,2016-01-26,2016,2016,1,1,1,1,3,4,wed,tue
US-2017-123218,159.9840,11.9988000000000000,2,0.20,United States,Illinois,Chicago,"60623",Katherine Ducich,Apple iPhone 5C,Technology,Phones,Consumer,Standard Class,2017-12-20,2017-12-25,2017,2017,4,4,12,12,51,52,wed,mon
US-2017-168704,239.9760,17.9982000000000000,3,0.20,United States,Texas,Huntsville,"77340",Frank Preis,Apple iPhone 5C,Technology,Phones,Consumer,Standard Class,2017-04-13,2017-04-17,2017,2017,2,2,4,4,15,16,thu,mon
CA-2018-163398,26.4060,-71.2962000000000000,3,0.80,United States,Illinois,Chicago,"60653",Christy Brittain,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Consumer,Standard Class,2018-05-03,2018-05-08,2018,2018,2,2,5,5,18,19,thu,tue
CA-2017-116841,35.2080,2.6406000000000000,1,0.20,United States,Oregon,Springfield,"97477",Theone Pippenger,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Consumer,Standard Class,2017-04-14,2017-04-18,2017,2017,2,2,4,4,15,16,fri,tue
US-2019-117534,176.0400,45.7704000000000000,4,0.00,United States,California,Fresno,"93727",Christina VanderZanden,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Consumer,First Class,2019-03-25,2019-03-26,2019,2019,1,1,3,3,13,13,mon,tue
CA-2018-152534,5.1600,1.3416000000000000,2,0.00,United States,California,Salinas,"93905",Dave Poirier,DIXON Oriole Pencils,Office Supplies,Art,Corporate,Second Class,2018-06-20,2018-06-25,2018,2018,2,2,6,6,25,26,wed,mon
CA-2016-160262,18.0600,4.6956000000000000,7,0.00,United States,Nevada,North Las Vegas,"89031",Thomas Seio,DIXON Oriole Pencils,Office Supplies,Art,Corporate,Second Class,2016-06-09,2016-06-13,2016,2016,2,2,6,6,23,24,thu,mon
CA-2016-113880,17.4720,5.6784000000000000,3,0.20,United States,Illinois,Elmhurst,"60126",Vicky Freymann,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,Home Office,Standard Class,2016-03-01,2016-03-05,2016,2016,1,1,3,3,9,9,tue,sat
CA-2016-119172,17.4720,5.6784000000000000,3,0.20,United States,Illinois,Chicago,"60610",Harold Dahlen,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,Home Office,Standard Class,2016-05-11,2016-05-15,2016,2016,2,2,5,5,19,19,wed,sun
CA-2018-145261,11.6480,3.7856000000000000,2,0.20,United States,Oregon,Salem,"97301",Adrian Hane,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,Home Office,First Class,2018-12-18,2018-12-21,2018,2018,4,4,12,12,51,51,tue,fri
US-2019-130603,11.6460,-17.4690000000000000,9,0.80,United States,Texas,Arlington,"76017",Sample Company A,GBC Instant Report Kit,Office Supplies,Binders,Home Office,Standard Class,2019-09-30,2019-10-06,2019,2019,3,4,9,10,40,40,mon,sun
US-2017-141453,3.8820,-5.8230000000000000,3,0.80,United States,Texas,Austin,"78745",Deborah Brumfield,GBC Instant Report Kit,Office Supplies,Binders,Home Office,Second Class,2017-11-30,2017-12-03,2017,2017,4,4,11,12,48,48,thu,sun
CA-2017-100734,3.5760,-2.8608000000000000,4,0.70,United States,Pennsylvania,Philadelphia,"19143",Ann Chong,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,Corporate,Standard Class,2017-09-15,2017-09-20,2017,2017,3,3,9,9,37,38,fri,wed
US-2016-118486,10.3040,-2.1896000000000000,1,0.20,United States,Pennsylvania,Philadelphia,"19143",Shirley Daniels,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Home Office,First Class,2016-04-06,2016-04-08,2016,2016,2,2,4,4,14,14,wed,fri
CA-2017-161718,28.4400,11.3760000000000000,3,0.00,United States,New York,Hempstead,"11550",Sean O'Donnell,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,Consumer,Standard Class,2017-12-04,2017-12-10,2017,2017,4,4,12,12,49,49,mon,sun
US-2018-111563,11.3760,-5.6880000000000000,3,0.60,United States,Texas,Houston,"77041",Sally Matthias,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,Consumer,Standard Class,2018-11-04,2018-11-08,2018,2018,4,4,11,11,44,45,sun,thu
CA-2019-136651,66.3600,26.5440000000000000,7,0.00,United States,California,Pasadena,"91104",Jay Fein,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,Consumer,Second Class,2019-04-23,2019-04-25,2019,2019,2,2,4,4,17,17,tue,thu
